room_type_n,neighbourhood_group_n,minimum_nights,availability_365,calculated_host_listings_count,price
0.0,0.25,0.0,0.8191780821917808,0.015337423312883437,100
0.5,0.0,0.002004008016032064,0.11232876712328767,0.0,133
0.5,0.25,0.002004008016032064,0.0,0.0,150
0.0,0.0,0.004008016032064127,0.0,0.0,60
0.5,0.5,0.002004008016032064,0.3506849315068493,0.0,110
0.5,0.5,0.0,0.4547945205479452,0.003067484662576687,125
0.0,0.0,0.058116232464929855,0.852054794520548,0.003067484662576687,43
1.0,0.25,0.0,0.0,0.0,199
0.0,0.25,0.010020040080160319,0.7041095890410959,0.0,145
0.5,0.0,0.004008016032064127,0.021917808219178082,0.003067484662576687,250
0.5,0.0,0.012024048096192383,0.0,0.003067484662576687,95
0.5,0.0,0.004008016032064127,0.7424657534246576,0.0,150
0.5,0.25,0.004008016032064127,0.0,0.003067484662576687,129
0.5,0.25,0.004008016032064127,0.5972602739726027,0.0,399
0.5,0.25,0.0,0.0,0.0,249
0.5,0.0,0.018036072144288578,0.6191780821917808,0.0,69
0.5,0.25,0.058116232464929855,0.021917808219178082,0.0,100
0.5,0.25,0.004008016032064127,0.7972602739726028,0.0,180
0.0,0.5,0.012024048096192383,1.0,0.0,35
0.5,0.0,0.010020040080160319,0.0,0.003067484662576687,115
0.5,0.25,0.002004008016032064,0.0,0.0,295
0.0,0.0,0.058116232464929855,0.8547945205479452,0.07975460122699388,42
1.0,0.0,0.0,0.0027397260273972603,0.003067484662576687,75
1.0,0.0,0.004008016032064127,0.0,0.003067484662576687,68
0.0,0.25,0.012024048096192383,0.0,0.0,110
0.0,0.0,0.012024048096192383,0.16712328767123288,0.0,80
0.5,0.25,0.0,0.6356164383561644,0.003067484662576687,260
0.5,0.25,0.002004008016032064,0.5424657534246575,0.0,174
0.5,0.25,0.002004008016032064,0.27123287671232876,1.0,240
0.5,0.25,0.058116232464929855,0.9095890410958904,0.03987730061349693,163
0.5,0.0,0.018036072144288578,0.0,0.0,250
0.5,0.25,0.0,0.8356164383561644,0.0,153
0.5,0.5,0.0,0.9753424657534246,0.0,98
0.5,0.0,0.008016032064128256,0.2136986301369863,0.0,150
0.5,0.5,0.0,0.3095890410958904,0.009202453987730062,149
0.5,0.25,0.010020040080160319,0.1178082191780822,0.0,165
0.0,0.0,0.004008016032064127,0.008219178082191782,0.0,58
0.0,0.5,0.0,0.4904109589041096,0.0,80
0.5,0.25,0.0,0.0,0.0,99
0.0,0.5,0.058116232464929855,0.8904109589041096,0.06748466257668712,34
0.5,0.0,0.008016032064128256,0.0,0.0,250
0.5,0.0,0.0,0.0,0.0,105
0.5,0.25,0.002004008016032064,0.005479452054794521,0.0,200
0.5,0.25,0.058116232464929855,0.936986301369863,0.02147239263803681,300
0.0,0.0,0.012024048096192383,0.0,0.0,63
0.0,0.25,0.0,0.0,0.0,125
0.0,0.5,0.002004008016032064,0.33424657534246577,0.009202453987730062,55
0.5,0.25,0.002004008016032064,0.9205479452054794,1.0,203
0.0,0.5,0.0,0.0,0.009202453987730062,50
0.5,0.25,0.002004008016032064,0.3726027397260274,0.0,459
0.5,0.25,0.004008016032064127,0.20821917808219179,0.003067484662576687,285
0.5,0.25,0.002004008016032064,0.0,0.0,205
0.0,0.5,0.058116232464929855,0.37534246575342467,0.0,38
0.5,0.0,0.008016032064128256,0.12602739726027398,0.0,295
0.0,0.0,0.012024048096192383,0.0,0.0,57
0.0,0.25,0.002004008016032064,0.10410958904109589,0.0,115
0.0,0.0,0.0,0.0,0.003067484662576687,70
0.5,0.0,0.0,0.0,0.0,100
0.0,0.0,0.002004008016032064,0.0,0.0,60
0.0,0.0,0.058116232464929855,0.3726027397260274,0.0,48
0.0,0.25,0.004008016032064127,0.024657534246575342,0.0,80
0.5,0.25,0.004008016032064127,0.9780821917808219,0.0,375
0.0,0.5,0.0,0.9780821917808219,0.027607361963190184,89
0.0,0.25,0.05410821643286572,0.9232876712328767,0.006134969325153375,100
0.0,0.0,0.004008016032064127,0.6712328767123288,0.018404907975460124,75
0.5,0.0,0.002004008016032064,0.052054794520547946,0.0,154
0.5,0.0,0.004008016032064127,0.0136986301369863,0.003067484662576687,60
0.0,0.0,0.004008016032064127,0.3863013698630137,0.0,67
0.0,0.0,0.0060120240480961915,0.0,0.006134969325153375,80
0.0,0.25,0.002004008016032064,0.2054794520547945,0.0,130
0.5,0.0,0.008016032064128256,0.7698630136986302,0.003067484662576687,135
0.5,0.0,0.002004008016032064,0.9945205479452055,0.003067484662576687,100
0.5,0.5,0.0,0.4876712328767123,0.0,150
0.5,0.0,0.002004008016032064,0.10410958904109589,0.0,143
0.0,0.0,0.0,0.0,0.003067484662576687,100
0.0,0.75,0.0060120240480961915,0.8849315068493151,0.018404907975460124,35
0.0,0.0,0.004008016032064127,0.0,0.0,100
0.5,0.0,0.004008016032064127,0.8931506849315068,0.0,100
0.0,0.0,0.002004008016032064,0.0,0.003067484662576687,50
0.0,0.25,0.014028056112224447,0.0,0.0,105
0.5,0.25,0.010020040080160319,0.2958904109589041,0.003067484662576687,90
0.0,0.0,0.038076152304609215,0.005479452054794521,0.0,50
0.0,0.25,0.012024048096192383,0.0,0.003067484662576687,90
0.5,0.25,0.0,0.07397260273972603,0.0,250
0.0,0.0,0.058116232464929855,0.9205479452054794,0.009202453987730062,65
0.5,0.0,0.004008016032064127,0.0,0.0,145
0.5,0.0,0.04809619238476953,0.4602739726027397,0.0,95
0.5,0.0,0.05611222444889779,0.0,0.018404907975460124,120
0.5,0.0,0.0,0.0,0.0,106
0.5,0.0,0.002004008016032064,0.024657534246575342,0.0,125
0.0,1.0,0.0,0.4931506849315069,0.012269938650306749,60
0.5,0.0,0.0060120240480961915,0.36164383561643837,0.0,163
0.0,0.0,0.012024048096192383,0.0,0.003067484662576687,36
0.5,0.0,0.0060120240480961915,0.07671232876712329,0.0,130
0.0,0.25,0.0,0.3041095890410959,0.006134969325153375,129
0.5,0.0,0.0060120240480961915,0.5506849315068493,0.0,83
0.5,0.25,0.0,0.5287671232876713,0.0,129
1.0,0.0,0.0,0.24383561643835616,0.0,40
0.0,0.0,0.0,0.0,0.0,75
0.0,0.25,0.0,0.4465753424657534,0.0,65
0.0,0.5,0.010020040080160319,1.0,0.02147239263803681,50
0.0,0.5,0.004008016032064127,0.9342465753424658,0.0,72
0.5,0.0,0.002004008016032064,0.0,0.0,80
0.5,0.25,0.008016032064128256,0.08493150684931507,0.0,185
0.5,0.0,0.0,0.09863013698630137,0.0,85
0.5,0.25,0.008016032064128256,0.010958904109589041,0.0,200
0.0,0.0,0.008016032064128256,0.9835616438356164,0.0,175
0.5,0.25,0.0,0.23013698630136986,0.0,299
0.5,0.0,0.002004008016032064,0.0,0.0,200
0.0,0.25,0.004008016032064127,0.0,0.0,68
1.0,0.25,0.0,0.9863013698630138,0.003067484662576687,100
0.5,0.25,0.002004008016032064,0.0,0.0,175
0.5,0.0,0.0,0.6547945205479452,0.0,120
0.5,0.25,0.004008016032064127,0.9835616438356164,0.0,275
0.0,0.25,0.0,0.0,0.003067484662576687,90
0.0,0.0,0.012024048096192383,0.0,0.0,135
0.0,0.25,0.004008016032064127,0.23287671232876714,0.006134969325153375,140
0.0,0.0,0.0,0.4931506849315069,0.015337423312883437,119
0.0,0.25,0.0,0.0,0.0,115
0.0,1.0,0.0,0.810958904109589,0.003067484662576687,60
0.5,0.25,0.0,0.684931506849315,0.0,110
0.5,0.25,0.0,0.0,0.0,250
0.0,0.0,0.002004008016032064,0.0,0.0,75
0.0,0.5,0.0,0.24383561643835616,0.0,80
0.5,0.25,0.0,0.0,0.0,200
0.0,0.0,0.004008016032064127,0.0,0.0,68
0.0,0.5,0.012024048096192383,0.0,0.0,55
0.5,0.0,0.0,0.684931506849315,0.0,110
0.0,0.0,0.012024048096192383,0.0,0.0,50
0.5,0.25,0.004008016032064127,0.0,0.0,130
0.5,0.25,0.008016032064128256,0.2136986301369863,0.0,200
0.5,0.0,0.004008016032064127,0.263013698630137,0.0,125
0.0,0.0,0.004008016032064127,0.0,0.0,59
0.5,0.5,0.058116232464929855,0.547945205479452,0.02147239263803681,107
0.0,0.0,0.002004008016032064,0.0,0.0,100
0.5,0.25,0.058116232464929855,0.9972602739726028,0.19631901840490798,185
0.5,0.25,0.058116232464929855,0.8904109589041096,0.012269938650306749,125
0.0,0.5,0.0060120240480961915,0.2602739726027397,0.003067484662576687,40
0.5,0.0,0.0060120240480961915,0.0,0.0,250
0.0,0.5,0.0,0.8876712328767123,0.0,50
0.0,0.25,0.008016032064128256,0.9068493150684932,0.0,110
